"","Activity.Name","SubjectID","Measurement.Name","Average.Value"
"47","Laying",10,"FreqDS.BodyAccJerk.Mean.X",-0.412057314516667
"48","Laying",10,"FreqDS.BodyAccJerk.Mean.Y",-0.463058241109444
"49","Laying",10,"FreqDS.BodyAccJerk.Mean.Z",-0.645684616799495
"50","Laying",10,"FreqDS.BodyAccJerk.Stdev.X",-0.418627017293636
"51","Laying",10,"FreqDS.BodyAccJerk.Stdev.Y",-0.466687914596465
"52","Laying",10,"FreqDS.BodyAccJerk.Stdev.Z",-0.72073657040404
"53","Laying",10,"FreqDS.BodyGyro.Mean.X",-0.523601248676313
"54","Laying",10,"FreqDS.BodyGyro.Mean.Y",-0.545223158712121
"55","Laying",10,"FreqDS.BodyGyro.Mean.Z",-0.458413809783333
"56","Laying",10,"FreqDS.BodyGyro.Stdev.X",-0.612021917085859
"57","Laying",10,"FreqDS.BodyGyro.Stdev.Y",-0.429815824722222
"58","Laying",10,"FreqDS.BodyGyro.Stdev.Z",-0.556786812576768
"59","Laying",10,"FreqDS.BodyAccMag.Mean",-0.388684286908081
"60","Laying",10,"FreqDS.BodyAccMag.Stdev",-0.535760386288384
"61","Laying",10,"FreqDS.BodyBodyAccJerkMag.Mean",-0.385138891111111
"62","Laying",10,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.447367612044293
"63","Laying",10,"FreqDS.BodyBodyGyroMag.Mean",-0.572513090661616
"64","Laying",10,"FreqDS.BodyBodyGyroMag.Stdev",-0.573538825626263
"65","Laying",10,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.710849269646465
"66","Laying",10,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.741397840909091
"67","Laying",12,"Time.BodyAcc.Mean.X",0.27360872421875
"68","Laying",12,"Time.BodyAcc.Mean.Y",-0.018337204411489
"69","Laying",12,"Time.BodyAcc.Mean.Z",-0.106649116775
"70","Laying",12,"Time.BodyAcc.Stdev.X",-0.583962207065
"71","Laying",12,"Time.BodyAcc.Stdev.Y",-0.522040023435
"72","Laying",12,"Time.BodyAcc.Stdev.Z",-0.699293531365625
"73","Laying",12,"Time.GravityAcc.Mean.X",0.69922245131875
"74","Laying",12,"Time.GravityAcc.Mean.Y",0.029976775735
"75","Laying",12,"Time.GravityAcc.Mean.Z",0.0330295544910625
"76","Laying",12,"Time.GravityAcc.Stdev.X",-0.96738343446875
"77","Laying",12,"Time.GravityAcc.Stdev.Y",-0.9605729084375
"78","Laying",12,"Time.GravityAcc.Stdev.Z",-0.9468085636875
"79","Laying",12,"Time.BodyAccJerk.Mean.X",0.070430311315625
"80","Laying",12,"Time.BodyAccJerk.Mean.Y",0.0053115377979375
"81","Laying",12,"Time.BodyAccJerk.Mean.Z",0.0003081123684
"82","Laying",12,"Time.BodyAccJerk.Stdev.X",-0.582418267596875
"83","Laying",12,"Time.BodyAccJerk.Stdev.Y",-0.571359817082031
"84","Laying",12,"Time.BodyAccJerk.Stdev.Z",-0.79262193625
"85","Laying",12,"Time.BodyGyro.Mean.X",-0.0628663472537188
"86","Laying",12,"Time.BodyGyro.Mean.Y",-0.0592027333975
"87","Laying",12,"Time.BodyGyro.Mean.Z",0.0960742146838125
"88","Laying",12,"Time.BodyGyro.Stdev.X",-0.727881704983125
"89","Laying",12,"Time.BodyGyro.Stdev.Y",-0.73506282621875
"90","Laying",12,"Time.BodyGyro.Stdev.Z",-0.671057678528125
"91","Laying",12,"Time.BodyGyroJerk.Mean.X",-0.0731134377315625
"92","Laying",12,"Time.BodyGyroJerk.Mean.Y",-0.043678823491875
"93","Laying",12,"Time.BodyGyroJerk.Mean.Z",-0.0574585039485312
"94","Laying",12,"Time.BodyGyroJerk.Stdev.X",-0.709726149496875
"95","Laying",12,"Time.BodyGyroJerk.Stdev.Y",-0.8112325993125
"96","Laying",12,"Time.BodyGyroJerk.Stdev.Z",-0.749351860259375
"97","Laying",12,"Time.BodyAccMag.Mean",-0.559586545675313
"98","Laying",12,"Time.BodyAccMag.Stdev",-0.5743864944925
"99","Laying",12,"Time.GravityAccMag.Mean",-0.559586545675313
"100","Laying",12,"Time.GravityAccMag.Stdev",-0.5743864944925
"101","Laying",12,"Time.BodyAccJerkMag.Mean",-0.6300504918575
"102","Laying",12,"Time.BodyAccJerkMag.Stdev",-0.566365683597188
"103","Laying",12,"Time.BodyGyroMag.Mean",-0.63166805889875
"104","Laying",12,"Time.BodyGyroMag.Stdev",-0.68485805678325
"105","Laying",12,"Time.BodyGyroJerkMag.Mean",-0.77729447821875
"106","Laying",12,"Time.BodyGyroJerkMag.Stdev",-0.7863865328125
"107","Laying",12,"FreqDS.BodyAcc.Mean.X",-0.578920210879375
"108","Laying",12,"FreqDS.BodyAcc.Mean.Y",-0.523287078731563
"109","Laying",12,"FreqDS.BodyAcc.Mean.Z",-0.7266403145
"110","Laying",12,"FreqDS.BodyAcc.Stdev.X",-0.586922577889687
"111","Laying",12,"FreqDS.BodyAcc.Stdev.Y",-0.553076639139062
"112","Laying",12,"FreqDS.BodyAcc.Stdev.Z",-0.709983235125
"113","Laying",12,"FreqDS.BodyAccJerk.Mean.X",-0.599109317756219
"114","Laying",12,"FreqDS.BodyAccJerk.Mean.Y",-0.591296422972219
"115","Laying",12,"FreqDS.BodyAccJerk.Mean.Z",-0.7754265825625
"116","Laying",12,"FreqDS.BodyAccJerk.Stdev.X",-0.602960063359688
"117","Laying",12,"FreqDS.BodyAccJerk.Stdev.Y",-0.579168053712969
"118","Laying",12,"FreqDS.BodyAccJerk.Stdev.Z",-0.80858300040625
"119","Laying",12,"FreqDS.BodyGyro.Mean.X",-0.661246826087188
"120","Laying",12,"FreqDS.BodyGyro.Mean.Y",-0.74479814778125
"121","Laying",12,"FreqDS.BodyGyro.Mean.Z",-0.657369914584375
"122","Laying",12,"FreqDS.BodyGyro.Stdev.X",-0.750393858303125
"123","Laying",12,"FreqDS.BodyGyro.Stdev.Y",-0.7334567315
"124","Laying",12,"FreqDS.BodyGyro.Stdev.Z",-0.70823315425
"125","Laying",12,"FreqDS.BodyAccMag.Mean",-0.55928367746625
"126","Laying",12,"FreqDS.BodyAccMag.Stdev",-0.65053328158
"127","Laying",12,"FreqDS.BodyBodyAccJerkMag.Mean",-0.564239194378438
"128","Laying",12,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.571614888155312
"129","Laying",12,"FreqDS.BodyBodyGyroMag.Mean",-0.717311676745625
"130","Laying",12,"FreqDS.BodyBodyGyroMag.Stdev",-0.719438065809375
"131","Laying",12,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.78990285099375
"132","Laying",12,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.7973614576875
"133","Laying",13,"Time.BodyAcc.Mean.X",0.275895876198777
"134","Laying",13,"Time.BodyAcc.Mean.Y",-0.0176504796070948
"135","Laying",13,"Time.BodyAcc.Mean.Z",-0.109135285550765
"136","Laying",13,"Time.BodyAcc.Stdev.X",-0.624844460199083
"137","Laying",13,"Time.BodyAcc.Stdev.Y",-0.448816097853364
"138","Laying",13,"Time.BodyAcc.Stdev.Z",-0.587230562129052
"139","Laying",13,"Time.GravityAcc.Mean.X",0.709996516908257
"140","Laying",13,"Time.GravityAcc.Mean.Y",-0.0420858101162079
"141","Laying",13,"Time.GravityAcc.Mean.Z",0.0443010536786239
"142","Laying",13,"Time.GravityAcc.Stdev.X",-0.967268063455658
"143","Laying",13,"Time.GravityAcc.Stdev.Y",-0.953540716850153
"144","Laying",13,"Time.GravityAcc.Stdev.Z",-0.938727880275229
"145","Laying",13,"Time.BodyAccJerk.Mean.X",0.0794393034550306
"146","Laying",13,"Time.BodyAccJerk.Mean.Y",0.00387961953328135
"147","Laying",13,"Time.BodyAccJerk.Mean.Z",-0.0123485923641621
"148","Laying",13,"Time.BodyAccJerk.Stdev.X",-0.638889532599083
"149","Laying",13,"Time.BodyAccJerk.Stdev.Y",-0.569700547488012
"150","Laying",13,"Time.BodyAccJerk.Stdev.Z",-0.728452966311927
"151","Laying",13,"Time.BodyGyro.Mean.X",-0.0562470618980061
"152","Laying",13,"Time.BodyGyro.Mean.Y",-0.0616613787494801
"153","Laying",13,"Time.BodyGyro.Mean.Z",0.098866059686422
"154","Laying",13,"Time.BodyGyro.Stdev.X",-0.715109859672783
"155","Laying",13,"Time.BodyGyro.Stdev.Y",-0.645728612088685
"156","Laying",13,"Time.BodyGyro.Stdev.Z",-0.643337285033639
"157","Laying",13,"Time.BodyGyroJerk.Mean.X",-0.0881182379434251
"158","Laying",13,"Time.BodyGyroJerk.Mean.Y",-0.0440836605146789
"159","Laying",13,"Time.BodyGyroJerk.Mean.Z",-0.0582718748712538
"160","Laying",13,"Time.BodyGyroJerk.Stdev.X",-0.715772980189602
"161","Laying",13,"Time.BodyGyroJerk.Stdev.Y",-0.718988591831804
"162","Laying",13,"Time.BodyGyroJerk.Stdev.Z",-0.712716428498471
"163","Laying",13,"Time.BodyAccMag.Mean",-0.539871637249541
"164","Laying",13,"Time.BodyAccMag.Stdev",-0.597230982062691
"165","Laying",13,"Time.GravityAccMag.Mean",-0.539871637249541
"166","Laying",13,"Time.GravityAccMag.Stdev",-0.597230982062691
"167","Laying",13,"Time.BodyAccJerkMag.Mean",-0.625466938809174
"168","Laying",13,"Time.BodyAccJerkMag.Stdev",-0.610248540269939
"169","Laying",13,"Time.BodyGyroMag.Mean",-0.581215403184709
"170","Laying",13,"Time.BodyGyroMag.Stdev",-0.636364939544342
"171","Laying",13,"Time.BodyGyroJerkMag.Mean",-0.712745036012232
"172","Laying",13,"Time.BodyGyroJerkMag.Stdev",-0.712056186747706
"173","Laying",13,"FreqDS.BodyAcc.Mean.X",-0.638817912651682
"174","Laying",13,"FreqDS.BodyAcc.Mean.Y",-0.493467193137125
"175","Laying",13,"FreqDS.BodyAcc.Mean.Z",-0.629736258731804
"176","Laying",13,"FreqDS.BodyAcc.Stdev.X",-0.620602036452599
"177","Laying",13,"FreqDS.BodyAcc.Stdev.Y",-0.462584458627829
"178","Laying",13,"FreqDS.BodyAcc.Stdev.Z",-0.599036895271407
"179","Laying",13,"FreqDS.BodyAccJerk.Mean.X",-0.66008217407156
"180","Laying",13,"FreqDS.BodyAccJerk.Mean.Y",-0.603340489937615
"181","Laying",13,"FreqDS.BodyAccJerk.Mean.Z",-0.710831730361468
"182","Laying",13,"FreqDS.BodyAccJerk.Stdev.X",-0.649606227431844
"183","Laying",13,"FreqDS.BodyAccJerk.Stdev.Y",-0.562129866937645
"184","Laying",13,"FreqDS.BodyAccJerk.Stdev.Z",-0.744823539571865
"185","Laying",13,"FreqDS.BodyGyro.Mean.X",-0.65864242140581
"186","Laying",13,"FreqDS.BodyGyro.Mean.Y",-0.647152817899388
"187","Laying",13,"FreqDS.BodyGyro.Mean.Z",-0.620471226529052
"188","Laying",13,"FreqDS.BodyGyro.Stdev.X",-0.734657989051988
"189","Laying",13,"FreqDS.BodyGyro.Stdev.Y",-0.650623558847401
"190","Laying",13,"FreqDS.BodyGyro.Stdev.Z",-0.685774481529052
"191","Laying",13,"FreqDS.BodyAccMag.Mean",-0.589928108599083
"192","Laying",13,"FreqDS.BodyAccMag.Stdev",-0.665344858593272
"193","Laying",13,"FreqDS.BodyBodyAccJerkMag.Mean",-0.607295296423853
"194","Laying",13,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.617075473106453
"195","Laying",13,"FreqDS.BodyBodyGyroMag.Mean",-0.652225306544343
"196","Laying",13,"FreqDS.BodyBodyGyroMag.Stdev",-0.691915161336391
"197","Laying",13,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.712054366504281
"198","Laying",13,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.733183567759939
"199","Laying",18,"Time.BodyAcc.Mean.X",0.276324152142857
"200","Laying",18,"Time.BodyAcc.Mean.Y",-0.0172831546595266
"201","Laying",18,"Time.BodyAcc.Mean.Z",-0.108112251068681
"202","Laying",18,"Time.BodyAcc.Stdev.X",-0.694616884972527
"203","Laying",18,"Time.BodyAcc.Stdev.Y",-0.627117507326923
"204","Laying",18,"Time.BodyAcc.Stdev.Z",-0.701596039615385
"205","Laying",18,"Time.GravityAcc.Mean.X",0.716863248351648
"206","Laying",18,"Time.GravityAcc.Mean.Y",-0.01578199625
"207","Laying",18,"Time.GravityAcc.Mean.Z",0.0899901746593407
"208","Laying",18,"Time.GravityAcc.Stdev.X",-0.980138675796703
"209","Laying",18,"Time.GravityAcc.Stdev.Y",-0.969542030412088
"210","Laying",18,"Time.GravityAcc.Stdev.Z",-0.959434177692308
"211","Laying",18,"Time.BodyAccJerk.Mean.X",0.077480921531044
"212","Laying",18,"Time.BodyAccJerk.Mean.Y",0.0128850449171841
"213","Laying",18,"Time.BodyAccJerk.Mean.Z",0.000848545124184616
"214","Laying",18,"Time.BodyAccJerk.Stdev.X",-0.734644450054945
"215","Laying",18,"Time.BodyAccJerk.Stdev.Y",-0.732969175274725
"216","Laying",18,"Time.BodyAccJerk.Stdev.Z",-0.847257765851648
"217","Laying",18,"Time.BodyGyro.Mean.X",-0.0373993798891484
"218","Laying",18,"Time.BodyGyro.Mean.Y",-0.0678200104982143
"219","Laying",18,"Time.BodyGyro.Mean.Z",0.0908402866868132
"220","Laying",18,"Time.BodyGyro.Stdev.X",-0.804533729046703
"221","Laying",18,"Time.BodyGyro.Stdev.Y",-0.777361713653846
"222","Laying",18,"Time.BodyGyro.Stdev.Z",-0.745612483131868
"223","Laying",18,"Time.BodyGyroJerk.Mean.X",-0.0944029581558242
"224","Laying",18,"Time.BodyGyroJerk.Mean.Y",-0.044169186546978
"225","Laying",18,"Time.BodyGyroJerk.Mean.Z",-0.0568482569002198
"226","Laying",18,"Time.BodyGyroJerk.Stdev.X",-0.842893477884615
"227","Laying",18,"Time.BodyGyroJerk.Stdev.Y",-0.884050472967033
"228","Laying",18,"Time.BodyGyroJerk.Stdev.Z",-0.83861466293956
"229","Laying",18,"Time.BodyAccMag.Mean",-0.658370952115385
"230","Laying",18,"Time.BodyAccMag.Stdev",-0.689671890376374
"231","Laying",18,"Time.GravityAccMag.Mean",-0.658370952115385
"232","Laying",18,"Time.GravityAccMag.Stdev",-0.689671890376374
"233","Laying",18,"Time.BodyAccJerkMag.Mean",-0.753904676895604
"234","Laying",18,"Time.BodyAccJerkMag.Stdev",-0.745212812708791
"235","Laying",18,"Time.BodyGyroMag.Mean",-0.714735668626374
"236","Laying",18,"Time.BodyGyroMag.Stdev",-0.775779058758242
"237","Laying",18,"Time.BodyGyroJerkMag.Mean",-0.859899942335165
"238","Laying",18,"Time.BodyGyroJerkMag.Stdev",-0.88856533728022
"239","Laying",18,"FreqDS.BodyAcc.Mean.X",-0.714227764615385
"240","Laying",18,"FreqDS.BodyAcc.Mean.Y",-0.663659666593407
"241","Laying",18,"FreqDS.BodyAcc.Mean.Z",-0.761229192087912
"242","Laying",18,"FreqDS.BodyAcc.Stdev.X",-0.687850549203297
"243","Laying",18,"FreqDS.BodyAcc.Stdev.Y",-0.632838238002747
"244","Laying",18,"FreqDS.BodyAcc.Stdev.Z",-0.694874090513736
"245","Laying",18,"FreqDS.BodyAccJerk.Mean.X",-0.750020077252747
"246","Laying",18,"FreqDS.BodyAccJerk.Mean.Y",-0.744113444532967
"247","Laying",18,"FreqDS.BodyAccJerk.Mean.Z",-0.833032083021978
"248","Laying",18,"FreqDS.BodyAccJerk.Stdev.X",-0.742517893708791
"249","Laying",18,"FreqDS.BodyAccJerk.Stdev.Y",-0.739197834642857
"250","Laying",18,"FreqDS.BodyAccJerk.Stdev.Z",-0.860168954615385
"251","Laying",18,"FreqDS.BodyGyro.Mean.X",-0.787757637521978
"252","Laying",18,"FreqDS.BodyGyro.Mean.Y",-0.816385880247253
"253","Laying",18,"FreqDS.BodyGyro.Mean.Z",-0.755926770686813
"254","Laying",18,"FreqDS.BodyGyro.Stdev.X",-0.812175241332418
"255","Laying",18,"FreqDS.BodyGyro.Stdev.Y",-0.759665554340659
"256","Laying",18,"FreqDS.BodyGyro.Stdev.Z",-0.766381665384615
"257","Laying",18,"FreqDS.BodyAccMag.Mean",-0.697732862178571
"258","Laying",18,"FreqDS.BodyAccMag.Stdev",-0.733904051236264
"259","Laying",18,"FreqDS.BodyBodyAccJerkMag.Mean",-0.742323821887363
"260","Laying",18,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.750189976318681
"261","Laying",18,"FreqDS.BodyBodyGyroMag.Mean",-0.816286626730769
"262","Laying",18,"FreqDS.BodyBodyGyroMag.Stdev",-0.789777674554945
"263","Laying",18,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.88466302260989
"264","Laying",18,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.902206780607143
"265","Laying",20,"Time.BodyAcc.Mean.X",0.268425757926554
"266","Laying",20,"Time.BodyAcc.Mean.Y",-0.0175912993773164
"267","Laying",20,"Time.BodyAcc.Mean.Z",-0.108029145824294
"268","Laying",20,"Time.BodyAcc.Stdev.X",-0.60484669490339
"269","Laying",20,"Time.BodyAcc.Stdev.Y",-0.369336706508757
"270","Laying",20,"Time.BodyAcc.Stdev.Z",-0.634787346548023
"271","Laying",20,"Time.GravityAcc.Mean.X",0.628040637177966
"272","Laying",20,"Time.GravityAcc.Mean.Y",-0.0373059475847458
"273","Laying",20,"Time.GravityAcc.Mean.Z",0.10723075947935
"274","Laying",20,"Time.GravityAcc.Stdev.X",-0.958201862627119
"275","Laying",20,"Time.GravityAcc.Stdev.Y",-0.952506793418079
"276","Laying",20,"Time.GravityAcc.Stdev.Z",-0.940981537502825
"277","Laying",20,"Time.BodyAccJerk.Mean.X",0.079818125480791
"278","Laying",20,"Time.BodyAccJerk.Mean.Y",0.00220928707107345
"279","Laying",20,"Time.BodyAccJerk.Mean.Z",-0.00450611895602542
"280","Laying",20,"Time.BodyAccJerk.Stdev.X",-0.627098830685593
"281","Laying",20,"Time.BodyAccJerk.Stdev.Y",-0.527174601581921
"282","Laying",20,"Time.BodyAccJerk.Stdev.Z",-0.747362572898305
"283","Laying",20,"Time.BodyGyro.Mean.X",-0.0242488811785028
"284","Laying",20,"Time.BodyGyro.Mean.Y",-0.0789448418069209
"285","Laying",20,"Time.BodyGyro.Mean.Z",0.0856280628860452
"286","Laying",20,"Time.BodyGyro.Stdev.X",-0.684586332415254
"287","Laying",20,"Time.BodyGyro.Stdev.Y",-0.573677383024548
"288","Laying",20,"Time.BodyGyro.Stdev.Z",-0.52727797039661
"289","Laying",20,"Time.BodyGyroJerk.Mean.X",-0.094982179135
"290","Laying",20,"Time.BodyGyroJerk.Mean.Y",-0.0414356124141243
"291","Laying",20,"Time.BodyGyroJerk.Mean.Z",-0.0543001277610169
"292","Laying",20,"Time.BodyGyroJerk.Stdev.X",-0.698354145936441
"293","Laying",20,"Time.BodyGyroJerk.Stdev.Y",-0.684280685533898
"294","Laying",20,"Time.BodyGyroJerk.Stdev.Z",-0.636715878557062
"295","Laying",20,"Time.BodyAccMag.Mean",-0.517257429345412
"296","Laying",20,"Time.BodyAccMag.Stdev",-0.572325820319209
"297","Laying",20,"Time.GravityAccMag.Mean",-0.517257429345412
"298","Laying",20,"Time.GravityAccMag.Stdev",-0.572325820319209
"299","Laying",20,"Time.BodyAccJerkMag.Mean",-0.619698756735028
"300","Laying",20,"Time.BodyAccJerkMag.Stdev",-0.588644307467599
"301","Laying",20,"Time.BodyGyroMag.Mean",-0.516861235888701
"302","Laying",20,"Time.BodyGyroMag.Stdev",-0.580023613494576
"303","Laying",20,"Time.BodyGyroJerkMag.Mean",-0.684048497355932
"304","Laying",20,"Time.BodyGyroJerkMag.Stdev",-0.683503744537853
"305","Laying",20,"FreqDS.BodyAcc.Mean.X",-0.612641113666949
"306","Laying",20,"FreqDS.BodyAcc.Mean.Y",-0.426398722000395
"307","Laying",20,"FreqDS.BodyAcc.Mean.Z",-0.665006945724294
"308","Laying",20,"FreqDS.BodyAcc.Stdev.X",-0.60314894923565
"309","Laying",20,"FreqDS.BodyAcc.Stdev.Y",-0.381534028764124
"310","Laying",20,"FreqDS.BodyAcc.Stdev.Z",-0.647515612457627
"311","Laying",20,"FreqDS.BodyAccJerk.Mean.X",-0.652264226931438
"312","Laying",20,"FreqDS.BodyAccJerk.Mean.Y",-0.557791286001412
"313","Laying",20,"FreqDS.BodyAccJerk.Mean.Z",-0.732835648957627
"314","Laying",20,"FreqDS.BodyAccJerk.Stdev.X",-0.634710081102825
"315","Laying",20,"FreqDS.BodyAccJerk.Stdev.Y",-0.525907610282373
"316","Laying",20,"FreqDS.BodyAccJerk.Stdev.Z",-0.760509114748588
"317","Laying",20,"FreqDS.BodyGyro.Mean.X",-0.626445370827119
"318","Laying",20,"FreqDS.BodyGyro.Mean.Y",-0.591039733449633
"319","Laying",20,"FreqDS.BodyGyro.Mean.Z",-0.518444509491525
"320","Laying",20,"FreqDS.BodyGyro.Stdev.X",-0.704481841200565
"321","Laying",20,"FreqDS.BodyGyro.Stdev.Y",-0.567588605842655
"322","Laying",20,"FreqDS.BodyGyro.Stdev.Z",-0.575002191142655
"323","Laying",20,"FreqDS.BodyAccMag.Mean",-0.560278889421186
"324","Laying",20,"FreqDS.BodyAccMag.Stdev",-0.648306198707062
"325","Laying",20,"FreqDS.BodyBodyAccJerkMag.Mean",-0.584571446817062
"326","Laying",20,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.597351046813729
"327","Laying",20,"FreqDS.BodyBodyGyroMag.Mean",-0.606970915061638
"328","Laying",20,"FreqDS.BodyBodyGyroMag.Stdev",-0.635816314618644
"329","Laying",20,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.692638075749774
"330","Laying",20,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.694680032329943
"331","Laying",24,"Time.BodyAcc.Mean.X",0.276767046391076
"332","Laying",24,"Time.BodyAcc.Mean.Y",-0.0176822460103885
"333","Laying",24,"Time.BodyAcc.Mean.Z",-0.107914503687664
"334","Laying",24,"Time.BodyAcc.Stdev.X",-0.675459176298425
"335","Laying",24,"Time.BodyAcc.Stdev.Y",-0.582490655185302
"336","Laying",24,"Time.BodyAcc.Stdev.Z",-0.636497458900262
"337","Laying",24,"Time.GravityAcc.Mean.X",0.69498126808399
"338","Laying",24,"Time.GravityAcc.Mean.Y",0.0729509702152231
"339","Laying",24,"Time.GravityAcc.Mean.Z",0.0623227714146982
"340","Laying",24,"Time.GravityAcc.Stdev.X",-0.975329699658793
"341","Laying",24,"Time.GravityAcc.Stdev.Y",-0.96089816664042
"342","Laying",24,"Time.GravityAcc.Stdev.Z",-0.955724566194226
"343","Laying",24,"Time.BodyAccJerk.Mean.X",0.0784735003467192
"344","Laying",24,"Time.BodyAccJerk.Mean.Y",0.00396900308574016
"345","Laying",24,"Time.BodyAccJerk.Mean.Z",-0.00700960558805774
"346","Laying",24,"Time.BodyAccJerk.Stdev.X",-0.74030054488189
"347","Laying",24,"Time.BodyAccJerk.Stdev.Y",-0.685979796261942
"348","Laying",24,"Time.BodyAccJerk.Stdev.Z",-0.736374232574803
"349","Laying",24,"Time.BodyGyro.Mean.X",-0.0212578096847769
"350","Laying",24,"Time.BodyGyro.Mean.Y",-0.0782440202677165
"351","Laying",24,"Time.BodyGyro.Mean.Z",0.0841740375981627
"352","Laying",24,"Time.BodyGyro.Stdev.X",-0.776199049939633
"353","Laying",24,"Time.BodyGyro.Stdev.Y",-0.763365457296588
"354","Laying",24,"Time.BodyGyro.Stdev.Z",-0.708251676335958
"355","Laying",24,"Time.BodyGyroJerk.Mean.X",-0.0998294248142257
"356","Laying",24,"Time.BodyGyroJerk.Mean.Y",-0.0390749421383202
"357","Laying",24,"Time.BodyGyroJerk.Mean.Z",-0.0552987683401575
"358","Laying",24,"Time.BodyGyroJerk.Stdev.X",-0.764490030609974
"359","Laying",24,"Time.BodyGyroJerk.Stdev.Y",-0.792718702440945
"360","Laying",24,"Time.BodyGyroJerk.Stdev.Z",-0.796816516614173
"361","Laying",24,"Time.BodyAccMag.Mean",-0.620032665162467
"362","Laying",24,"Time.BodyAccMag.Stdev",-0.650862147810236
"363","Laying",24,"Time.GravityAccMag.Mean",-0.620032665162467
"364","Laying",24,"Time.GravityAccMag.Stdev",-0.650862147810236
"365","Laying",24,"Time.BodyAccJerkMag.Mean",-0.713667423769029
